CHAPTER 1 LIVE ANIMALS"
030333,"Frozen Sole, (Excl.Livers & Roes)"
030334,"Other Turbots (Psetta maxima)"
030339,"Frozen Flat Fish,(Excl.Livers & Roes), Excl. Halibut,Plaice And Sole"
030341,"Frozen Albacore Or Longfinned Tunas,(Excl.Livers & Roes)"
030342,"Frozen Yellowfin Tunas, (Excl. Livers & Roes)"
030343,"Frozen Skipjack Or Stripe-Bellied Bonito(Excl.Livers & Roes)"
030344,"BIGEYE TUNAS (THUNNUS OBESUS)"
030345,"OTHER ATLANTIC & PACIFIC BLUEFIN TUNAS (THUNNUS..) EXCL WRAPPED/CANNED UPTO 2.5KG"
030346,"SOUTHERN BLUEFIN TUNAS (THUNNUS MACCOYII)"
030349,"Frozen Tunas, (Excl. Livers & Roes)"
030351,"Herrings (Clupea harengus,Clupea pallasii)"
030353,"Sardines (Sardina pilchardus, Sardinops spp), sardinella.. (Sprattus sprattus), EXCL.Wra"
030354,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), EXCL. Wrapped/can"
030355,"Other Jack and horse mackerel (Trachurus spp)"
030356,"Other Cobia (Rachycentron canadum)"
030357,"Swordfish (Xiphias gladius), EXCL.Wrapped/canned upto 2.5 Kg"
030363,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), EXCL. Wrapped/canned upto 2.5 Kg"
030364,"Haddock (Melanogrammus aeglefinus), EXCL. Wrapped/canned upto 2.5 Kg"
030365,"Coalfish (Pollachius virens), EXCL. Wrapped/canned upto 2.5 Kg"
030366,"Hake (Merluccius spp, Urophycis spp), EXCL. Wrapped/canned upto 2.5 Kg"
030367,"Other Alaska Pollack (Theraga chalcogramma)"
030368,"Other Blue whitings (Micromesistius poutassou, Micromesistius australis)"
030369,"Other Fish of the families"
030381,"Dogfish and other sharks, EXCL. Wrapped/canned upto 2.5 Kg"
030382,"Other Rays and skates (Rajidae)"
030383,"Toothfish (Dissostichus spp), EXCL. Wrapped/canned upto 2.5 Kg"
030384,"Seabass (Dicentrarchus spp), EXCL. Wrapped/canned upto 2.5 Kg"
030389,"Other fish, excluding livers and roes :"
030390,"Livers and roes, EXCL.Wrapped/canned upto 2.5 Kg"
0304,"Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen."
030431,"Tilapias (Oreochromis spp), EXCL. Wrapped/canned upto 2.5 Kg"
030432,"Catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp), EXCL. Wrapped/canned u"
030433,"Nile Perch (Lates niloticus), EXCL.Wrapped/canned upto 2.5 Kg"
030439,"Other than Nile Perch (Lates niloticus), EXCL. Wrapped/canned upto 2.5 Kg"
030441,"Fresh or chilled fillets of other fish :Pacific salmon (Oncorhynchus..), EXCL. Wrapped/c"
030442,"Trout (Salmo trutta, Oncorhynchus mykiss, ... chrysogaster), EXCL. Wrapped/canned upto 2"
030443,"Flat fish (Pleuronectidae, Bothidae, .Citharidae), EXCL. Wrapped/canned upto 2.5 Kg ,"
030444,"Fish of the families Bregmacerotidae, Euclichthyidae, , EXCL. Wrapped/canned upto 2.5 Kg"
030445,"Swordfish (Xiphias gladius, EXCL. Wrapped/canned upto 2.5 Kg"
030446,"Toothfish (Dissostichus spp), EXCL. Wrapped/canned upto 2.5 Kg"
030449,"Other than Toothfish (Dissostichus spp), EXCL. Wrapped/canned upto 2.5 Kg"
030451,"Other, fresh or chilled : Tilapias (Oreochromis spp), ...Channa spp), EXCL. Wrapped/cann"
030452,"Salmonidae, EXCL. Wrapped/canned upto 2.5 Kg"
030453,"Fish of the families Bregmacerotidae, ...and Muraenolepididae, EXCL. Wrapped/canned upto"
030454,"Swordfish (Xiphias gladius), EXCL. Wrapped/canned upto 2.5 Kg"
030455,"Toothfish (Dissostichus spp), EXCL. Wrapped/canned upto 2.5 Kg"
030459,"Toothfish (Dissostichus spp), EXCL. Wrapped/canned upto 2.5 Kg"
030461,"Tilapias (Oreochromis spp), EXCL. Wrapped/canned upto 2.5 Kg"
030462,"Catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp), EXCL. Wrapped/canned u"
030463,"Nile Perch (Lates niloticus), EXCL.Wrapped/canned upto 2.5 Kg"
030469,"Nile Perch (Lates niloticus), EXCL. Wrapped/canned upto 2.5 Kg"
030471,"Frozen fillets of fish of the families..:Cod (Gadus morhua, Gadus ogac,Gadus..) EXCL.Wra"
030472,"Haddock (Melanogrammus aeglefinus), EXCL. Wrapped/canned upto 2.5 Kg"
030473,"Coalfish (Pollachius virens), EXCL. Wrapped/canned upto 2.5 Kg"
030474,"Hake (Merluccius spp, Urophycis spp), EXCL. Wrapped/canned upto 2.5 Kg"
030475,"Alaska Pollack (Theragra chalcogramma), EXCL. Wrapped/canned upto 2.5 Kg"
030479,"Other than Alaska Pollack (Theragra chalcogramma), EXCL. Wrapped/canned upto 2.5 Kg"
030481,"Pacific salmon (Oncorhynchus nerka, ... salmon (Hucho hucho), Wrapped/canned upto 2"
030482,"Trout (Salmo trutta, Oncorhynchus mykiss, ...orhynchus chrysogaster), EXCL. Wrapped/cann"
030483,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae,...Citharidae), EXCL. Wrapped/canned"
030484,"Swordfish (Xiphias gladius), EXCL. Wrapped/canned upto 2.5 Kg"
030485,"Toothfish (Dissostichus spp), EXCL. Wrapped/canned upto 2.5 Kg"
030486,"Herrings (Clupea harengus, Clupea pallasii), EXCL. Wrapped/canned upto 2.5 Kg"
030487,"Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito...pelamis), EXCL. Wrappe"
030489,"Tunas (of the genus Thunnus), skipjack or stripe-bellied , EXCL.Wrapped/canned upto"
030491,"Swordfish (Xiphias gladius) Wrapped/canned upto 2.5 kg"
030492,"Toothfish (Dissostichus spp.) Wrapped/canned upto 2.5 kg"
030493,"Other Tilapias (Oreochromis spp), catfish (Pangasius spp, Silurus spp, ... and snakehea"
030494,"Other Alaska Pollack (Theraga chalcogramma)"
030495,"Other Fish of the families Bregmacerotidae, Euclichthyidae, . Alaska Pollack (Theraga c"
030499,"Fish fillets&othr fish meat (whe.r or not minced), frsh, chi.or frzn Excl"
0305,"Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process; flours, meals and pellets of fish, fit for human consumption."
030510,"Flours Meal And Pellets Of Fish,Fit For Human Consumption"
030520,"Livers And Roed, Dried,Smoked,Salted Or In Brine"
030531,"Tilapias (Oreochromis spp), catfish ......and snakeheads (Channa spp), EXCL.Wrapped/cann"
030532,"Fish of the families Bregmacerotidae, Euclichthyidae, .., EXCL.Wrapped/canned upto 2.5 K"
030539,"Fish of the families Bregmacerotidae, Euclichthyidae,.., EXCL. Wrapped/canned upto"
030541,"Smoked Pacific, Atlantic & Danuve Salmon & Fillets"
030542,"Smoked Herrings (Incl. Fillets)"
030543,"Other Trout (Salmo trutta, Oncorhynchus mykiss, .. apache and Oncorhynchus chrysogaster)"
030544,"Other Tilapias (Oreochromis spp), ....(Anguilla spp), Nile perch (Lates niloticus) and s"
030549,"Smoked Fish Excl. Salmon And Herring & Fillets"
030551,"DRIED FISH COD(GADUS MORHUA,GADUS OGAC,GADUS MACROCEPHALUS)"
030559,"OTHER DRIED FISH(EXCL.COD)"
030561,"Herrings Salted Or In Brine But Not Dried Or Smoked"
030562,"Cod Salted Or In Brine But Not Dried Or Smoked"
030563,"Anchovies Salted Or In Brine But Not Dried Or Smoked"
030564,"Other Tilapias (Oreochromis spp), catfish (Pangasius spp, Silurus spp, ... and snakehea"
030569,"Other Fish,Salted Salted Or In Brine But Not Dried Or Smoked"
030571,"Other Shark fins"
030572,"Other Fish heads, tails and maws"
030579,"Other edible fish offal :"
0306,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine; flours, meals and pellets of crustaceans, fit for human consumption."
030611,"Frozen Rock Lobster And Other Sea Crawfish"
030612,"Frozen Lobsters"
030614,"Frozen Crabs"
030615,"Norway lobsters (Nephrops norvegicus)"
030616,"Cold-water shrimps and prawns (Pandalus spp, Crangon crangon)"
030617,"Other shrimps and prawns"
030619,"Frozen Crustaceans (Incl.Flours/Meals/Pellets)Fit For Human Consumptn"
030621,"Rock Lobster&Oth.Sea Crawfish(Not Frozen),Exl.Fry Fresh Or Chill Unsalted"
030622,"Lobsters Live, Fresh, Chilled Frozen Or Dried"
030624,"Crabs Live, Excl. fry, Fresh, Chilled Frozen Or Dried"
030625,"Other Norway lobsters (Nephrops norvegicus)"
030626,"Other Cold-water shrimps and prawns (Pandalus spp, Crangon crangon)"
030627,"Other shrimps and prawns"
030629,"Crus.,(Inc.Flr,Meals,Pellts)Excl.Fry,Fresh Or Chill,Salt/Uns.Dri"
0307,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process; flours, meals and pellets of mulluscs, fit for human consumption."
030711,"Oysters, Live, fresh or chilled, EXCL. Wrapped/canned upto 2.5 Kg"
030719,"Oysters, Live, fresh or chilled, EXCL. Wrapped/canned upto 2.5 Kg"
030721,"Scallops, Live, Fresh Or Chilled"
030729,"OTHER LIVE, FRESH OR CHILLED"
030731,"Mussels, Live, Fresh Or Chilled"
030739,"OTHER LIVE,FRESH OR CHILLED MUSSELS(EXCL.MYTILUS SPP.,PERNA SPP.)"
030741,"Cuttle Fish And Squid, Live, Fresh Or Chilled"
030749,"OTH.CUTTLE FISH(EXCL.SEPIA OFFICINALIS,ROSSIA MACROSOMA,SEPIOLA ..)"
030751,"Octopus Live, Fresh Or Chilled"
030759,"OTHER OCTOPUS (EXCL. OCTOPUS SPP.)"
030760,"SNAILS, OTHER THAN SEA SNAILS"
030771,"Live, fresh or chilled Clams, cockles and ark shells .., Solecurtidae, Solenidae, Trid"
030779,"Other Clams, cockles and ark shells (families Arcidae, . and Veneridae) : (excl live,"
030781,"Other Live, fresh or chilled Abalone (Haliotis spp)"
030789,"Other Abalone (Haliotis spp) (excl live, fresh or chilled)"
030791,"Aquantic Invert.(Excl. Crustaceans),Live,Fresh Or Chilled(Excl.Wrapped/Can.upto2.5kg"
030799,"OTH.,INCL. FLOURS, MEALS AND PELLETS OF AQUATIC..,NOT FRESH OR CHILLED"
0308,"Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; smoked aquatic invertebrates other than crustaceans and molluscs, whether or not cooked before or during the smoking process; flours, meals and pellets of aquatic invertebrates other than crustaceans and molluscs, fit for human consumption."
030811,"Sea cucumbers (Stichopus japonicus, Holothurioidea) : Live, fresh or chilled EXCL. Wrap"
030819,"Sea cucumbers (Stichopus japonicus,... : other than Live, fresh or chilled EXCL. Wrappe"
030821,"Sea urchins (Strongylocentrotus spp, Paracentrotus .. : Live, fresh or chilled EXCL. Wr"
030829,"Sea urchins (Strongylocentrotus spp, .....: other than Live, fresh or chilled EXCL. Wra"
030830,"Jellyfish (Rhopilema spp) : EXCL. Wrapped/canned upto 2.5 Kg"
030890,"Other than Jellyfish (Rhopilema spp) EXCL. Wrapped/canned upto 2.5 Kg"
CHAPTER 4 DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
0401,"Milk and cream, not concentrated nor containing added sugar or other sweetening matter."
040110,"Milk And Cream Of <=1% Fat,Not Concentrated Or Sweetened"
040120,"Milk & Cream Of >1%But<=6% Fat,Not Concentrated Or Sweetened"
040140,"Milk & cream ..added sugar...Of a fat content, by weight, >6% =<10%,EXCL.WR./Canned upt"
040150,"Milk & cream added sugar or..Of a fat content, by weight, >10%, EXCL.Wrapped./Canned up"
0402,"Milk and cream, concentrated or containing added sugar or other sweetening matter."
040210,"Milk And Cream In Granules Or Solid Forms <=1.5% Fat,Conc. Or Sweetned"
040221,"Milk And Cream Ingranule Or Solid Form >1.5% Fat,Not Sweetened"
040229,"Milk And Cream In Granule Or Solid Forms Of >1.5% Fat,Sweetened, Other"
040291,"Concentrated Milk And Cream, Unsweetened (Excl. In Solid Form)"
040299,"Sweetened Milk And Cream (Excl. In Solid Form)"
0403,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa."
040310,"Yogurt"
040390,"BUTTERMILK, CURDED MILK AND CREAM.., EXCL. YOGURT"
0404,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, not elsewhere specified or included."
040410,"WHEY WHETHER OR NOT CONCENTRATED OR CONTAINING SUGAR OR OTHER SWEETENING MATTER"
040490,"Products Consisting Of Natural Milk Constituents"
0405,"Butter and other fats and oils derived from milk; dairy spreads."
040510,"Butter"
040520,"Dairy Spreads"
040590,"Fats And Oils Derived From Milk (Excl. Butter And Dairy Spreads)"
0406,"Cheese and curd."
040610,"Fresh (Unripened Or Uncured)Cheese, Including Whey Cheese And Curd"
040620,"Grated Or Powdered Cheese"
040630,"Processed Cheese, Not Grated Or Powdered"
040640,"Blueveined cheese and other cheese containing veins produced by Penicillium ro"
040690,"Cheese"
0407,"Birds' eggs, in shell, fresh, preserved or cooked."
040711,"Birds Fertilised eggs for incubation Of fowls of the species Gallus domesticu"
040719,"Birds Fertilised eggs for incubation EXCL. Of fowls of the species Gallus domesticu"
040721,"Othe fresh eggs : Of fowls of the species Gallus domesticus"
040729,"Othe fresh eggs : EXCL. Of fowls of the species Gallus domesticus"
040790,"Birds egg, Excluding Fertilised eggs for incubation"
0408,"Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar of other sweetening matter."
040811,"Dried Egg Yolks"
040819,"Egg Yolks (Excl. Dried)"
040891,"Birds' Eggs, Not In Shell, Dried"
040899,"Birds' Eggs, Not In Shell (Excl. Dried)"
0409,"Natural honey."
040900,"Naturel honey, Exclu. wrapped/canned upto 2.5 kg"
0410,"Edible products of animal origin, not elsewhere specified or included."
041000,"Edible products, Exclu. wrapped/canned wrapped/canned upto 2.5 kg"
CHAPTER 5 PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
0501,"Human hair, unworked, whether or not washed or scoured; waste of human hair."
050100,"Human Hair And Waste, Unworked"
0502,"Pigs', hogs' or boars' bristles and hair; badger hair and other brush making hair; waste of such bristles or hair."
050210,"Pigs', Hogs', Or Boars' Bristles Or Hair & Waste There Of"
050290,"Badger And Other Brush Making Hair & Waste There Of"
0504,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked."
050400,"Fresh,Frozen,Salted,Or Dried..,Guts/Bladders/Stomachs Of Animals(Excl.Fish"
0505,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers (whether or not with trimmed edges) and down, not further worked than cleaned, disinfected or treated for preservation; powder and waste of feathers or parts of feathers."
